id,name,url,employment_id,employment_name,salary_from,salary_to,snippet_requirement,snippet_responsibility,experience_id,experience_name,employer_id,employer_name,address_lat,address_lng,professional_roles_id,professional_roles_name
81641811,Повар-универсал,https://hh.ru/applicant/vacancy_response?vacancyId=81641811,full,Полная занятость,60000,80000,,"Количество туристов на базе до 100 человек. Основные требования : соблюдение всех санитарно-гигиенических норм требований,соблюдение условий хранения продукции,исключение...",moreThan6,Более 6 лет,9651702,Дружин Игорь Станиславович,,,,
80766580,"Токарь/Фрезеровщик - Ученик (город Арсеньев, Приморский край)",https://hh.ru/applicant/vacancy_response?vacancyId=80766580,probation,Стажировка,35000,,,,noExperience,Нет опыта,150164,ААК ПРОГРЕСС,44.153172,133.260015,,
80766170,"Сборщик-клепальщик/Ученик (город Арсеньев, Приморский край)",https://hh.ru/applicant/vacancy_response?vacancyId=80766170,full,Полная занятость,35000,,,,noExperience,Нет опыта,150164,ААК ПРОГРЕСС,44.153172,133.260015,,
82021187,Менеджер по работе с клиентами,https://hh.ru/applicant/vacancy_response?vacancyId=82021187,full,Полная занятость,42100,,"Специалист со средним профессиональным, неполным высшим или высшим образованием. Будет плюсом, если у тебя есть опыт работы в сфере продаж...","Доброжелателен и готов помогать клиентам. Готов к работе, предполагающей ежедневное проведение однотипных операций. Осуществлять операции по обслуживанию клиентов. ",noExperience,Нет опыта,3529,СБЕР,44.424883,133.478521,,
81337533,Супервайзер (Менеджер по продажам),https://hh.ru/applicant/vacancy_response?vacancyId=81337533,full,Полная занятость,,70000,"Опыт работы в активных продажах будет вашим преимуществом. Уметь продавать и уметь делиться своим опытом. Понимать, что такое отчетность и...","Управлять группой агентов по продажам услуг связи (домашний интернет, интерактивное телевидение. Выполнять поставленные планы продаж и решать все возникающие вопросы...",noExperience,Нет опыта,2748,Ростелеком,,,,
81894548,Диспетчер транспортного отдела,https://hh.ru/applicant/vacancy_response?vacancyId=81894548,full,Полная занятость,52000,52000,"Опыт работы от 1 года. Внимательность, ответственность, пунктуальность.","Обработка путевой документации (выдача, контроль заполнения и возврат путевых листов). Ведение ежесуточной отчетности (контроль вывозимых объемов, сбор информации и оформление...",between1And3,От 1 года до 3 лет,9817777,АТЭК,,,,
81630034,Монтажник-высотник,https://hh.ru/applicant/vacancy_response?vacancyId=81630034,full,Полная занятость,50000,60000,Опыт работы с электричеством. Готовность к разъездному характеру работы. Место работы - город Арсеньев.,Аварийно-восстановительные работы на базовых станциях.,between1And3,От 1 года до 3 лет,2748,Ростелеком,44.426821,133.473311,,
76572489,Электромонтер по эксплуатации распределительных сетей 4 разряда,https://hh.ru/applicant/vacancy_response?vacancyId=76572489,full,Полная занятость,43900,45400,"Программы профессиональной подготовки по профессиям рабочих, программы переподготовки рабочих, программы повышения квалификации рабочих в области эксплуатации распределительных сетей. ","Техническое обслуживание оборудования распределительных пунктов (РП), трансформаторных подстанций (ТП), воздушных и кабельных линий электропередачи распределительных сетей. Рабочее место располагается в...",between1And3,От 1 года до 3 лет,1126280,ДРСК Приморские электрические сети,,,,
