id,name,url,employment_id,employment_name,salary_from,salary_to,snippet_requirement,snippet_responsibility,experience_id,experience_name,employer_id,employer_name,address_lat,address_lng,professional_roles_id,professional_roles_name
81692618,Токарь (Амурская область пос.Юктали),https://hh.ru/applicant/vacancy_response?vacancyId=81692618,full,Полная занятость,140000,140000,Опыт работы от 3-лет.,Нарезание и накатка резьбы различного профиля и шага. Изготовление деталей из различных марок материалов в т.ч. закаленных сталей.,between3And6,От 3 до 6 лет,4904379,Антрацитинвестпроект,,,,
81649916,Мастер по обслуживанию абонентов,https://hh.ru/applicant/vacancy_response?vacancyId=81649916,part,Частичная занятость,5000,,Образование не ниже среднего. Опыт работы не нужен. Готовность к разъездному и интенсивному характеру работы. Грамотная речь и четкая дикция...,"Обслуживание текущих абонентов (физических лиц) и устранение перебоев доступа к услугам компании: интернет, интерактивное ТВ, видеонаблюдение, умный дом. ",noExperience,Нет опыта,2748,Ростелеком,,,,
81337100,Машинист бульдозера (Лесозаготовительный участок),https://hh.ru/applicant/vacancy_response?vacancyId=81337100,full,Полная занятость,70000,,наличие квалификационных документов. - опыт работы на строительстве дорог не менее 3 лет.,"выполнение работ бульдозерами на ЛЗУ с двигателями, мощностью свыше 150 кВт до 280 кВТ. - разработка, перемещение грунтов и планировка площадей...",between3And6,От 3 до 6 лет,606667,RFP Group,,,,
