id,name,url,employment_id,employment_name,salary_from,salary_to,snippet_requirement,snippet_responsibility,experience_id,experience_name,employer_id,employer_name,address_lat,address_lng,professional_roles_id,professional_roles_name
81737826,Продавец-консультант,https://hh.ru/applicant/vacancy_response?vacancyId=81737826,full,Полная занятость,25000,,"Желание развиваться в сфере продаж. Активность, коммуникабельность. Наш адрес: ул. Рощина 47а.","Консультация клиентов, приходящих в салон. Продажа мелкой цифровой техники и аксессуаров. Оформление кредитов и рассрочек. Следить за чистотой на рабочем...",noExperience,Нет опыта,3653247,Мобильный Ритейл,,,,
81873193,"Продавец-консультант в магазин сотовой техники ""СемьСот""",https://hh.ru/applicant/vacancy_response?vacancyId=81873193,full,Полная занятость,25000,,"От вас желание работать и развиваться, остальное мы берем на себя! #страхование#кредит#консультант#розничнаятороговля#образование#началокарьеры#безопыта.","Помогать клиентам в выборе лучших технологических новинок. - Продавать и подключать выгодные тарифы. - Помогать клиенту в решение вопросов абонентского обслуживания, с...",noExperience,Нет опыта,3653247,Мобильный Ритейл,45.89672,134.892613,,
81829575,Инженер-геодезист,https://hh.ru/applicant/vacancy_response?vacancyId=81829575,full,Полная занятость,200000,,Высшее профессиональное образование соответствующего профиля. Знание нормативно-правовых актов в части организации и осуществления строительного контроля в части инженерных изысканий. ,"Проведение геодезического контроля всех ответственных конструкций (визуальным и инструментальным методами). Контроль соответствия, своевременного и достоверного оформления Строительным Подрядчиком исполнительной документации...",between3And6,От 3 до 6 лет,766436,Общество с ограниченной ответственностью Свис Инжиниринг Груп,,,,
