id,name,url,employment_id,employment_name,salary_from,salary_to,snippet_requirement,snippet_responsibility,experience_id,experience_name,employer_id,employer_name,address_lat,address_lng,professional_roles_id,professional_roles_name
82158325,Водитель автосамосвала,https://hh.ru/applicant/vacancy_response?vacancyId=82158325,full,Полная занятость,130000,180000,Желание работать.,"Обслуживание ТС (ЕТО, ТО, мелкий ремонт). Заполнение сопроводительной документации (путевой лист, отчет о работе, ведомость ГСМ, бортовой журнал). ",between1And3,От 1 года до 3 лет,6051445,Альфа-Кар ТРАК,,,,
81465209,Продавец-консультант,https://hh.ru/applicant/vacancy_response?vacancyId=81465209,full,Полная занятость,30000,,"Если у тебя нет опыта, то мы всему научим!",Выполнение плановых показателей (в том числе личные продажи). - Поддержание чистоты и порядка на торговой точке. - Помогать клиентам в выборе лучших...,noExperience,Нет опыта,3653247,Мобильный Ритейл,,,,
81625026,Продавец-консультант салон сотовой связи,https://hh.ru/applicant/vacancy_response?vacancyId=81625026,full,Полная занятость,30000,,"Если у тебя нет опыта, то мы всему научим.",Поддержание чистоты и порядка на торговой точке. - Помогать клиентам в выборе лучших технических новинок. - Продавать товары ( мелкая цифровая техника) и...,noExperience,Нет опыта,3653247,Мобильный Ритейл,,,,
80966505,Кладовщик-комплектовщик,https://hh.ru/applicant/vacancy_response?vacancyId=80966505,full,Полная занятость,57000,70000,Опыт работы не требуется. Готовность к физическому труду и ночным сменам. Целеустремленность.,"Приемка товаров от поставщиков – выгрузка товара из автотранспорта с использованием электро-гидравлического оборудования. Комплектация (сборка) заказа, состоящего из разных видов...",noExperience,Нет опыта,1942330,Пятёрочка,,,,
81872852,"Фармацевт-провизор (Приморский край, Михайловский р-он, пгт. Новошахтинский, ул. Ленинская, д.3)",https://hh.ru/applicant/vacancy_response?vacancyId=81872852,full,Полная занятость,60000,,"Высшее или средне-специальное образование по специальности ""Фармация"". Актуальный сертификат специалиста (пройденная аккредитация).","Оказание грамотной, профессиональной консультации по лекарственным препаратам, БАД и лечебной косметике. Отпуск лекарственных средств и сопутствующих товаров. Соблюдение стандартов обслуживания...",noExperience,Нет опыта,533997,OVITA.RU,44.025777,132.162507,,
81685687,Начальник отдела АХО,https://hh.ru/applicant/vacancy_response?vacancyId=81685687,full,Полная занятость,40000,50000,"Образование не ниже средне-специального. Стрессоустойчивость, пунктуальность.","Направлять и координировать деятельность подчиненного ему персонала. Организовывать проведение ремонта помещений, осуществлять контроль качества выполнения ремонтных работ. Обеспечивать подразделения завода...",between1And3,От 1 года до 3 лет,222578,Тереховский ЗБИ,,,,
81413375,Начальник участка подземного,https://hh.ru/applicant/vacancy_response?vacancyId=81413375,full,Полная занятость,,,Опыт работы в угольной шахте на инженерно-технических должностях не менее 3-х лет при наличии среднего-профессионального горного образования...,"Обеспечение работы участка и осуществление оперативного контроля деятельности участка. Планирование производственной деятельности участка (разработка планов, документации, производственных программ и т...",between3And6,От 3 до 6 лет,8649381,Воркутауголь,,,,
